gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
0,0,1,1,1.2949974385134022,1,2,1,2,0,0,2,0,0,0,1,0,0.7290856420460828,1.3416535783594195
1,0,0,0,-1.2436586020971927,1,0,2,1,1,1,1,1,1,0,0,3,-1.5111103137352078,-0.9901033112701474
1,0,1,0,1.4587816991979567,1,2,0,2,2,2,2,2,2,2,1,1,0.8620349569292455,1.772772189888061
0,0,1,1,-1.2846046672683313,1,2,1,2,0,2,0,2,2,0,1,2,1.2492498365264568,-0.967190744636527
0,0,1,0,1.090267112657709,1,0,2,1,1,1,1,1,1,1,0,3,-1.4795348514504565,-0.4525749399464088
1,0,1,0,0.7217525261174614,1,2,1,0,2,0,0,2,2,1,1,2,1.109653055899136,1.134600866764765
0,0,1,1,1.6225659598825113,1,2,1,2,0,2,2,2,2,2,1,0,1.515148466292782,2.548750338559949
0,0,0,0,1.0083749823154318,1,2,1,0,2,0,2,0,2,1,0,2,0.9916605389403292,1.4042709494680792
0,1,0,0,-0.5885215593589747,1,0,2,1,1,1,1,1,1,1,0,0,-1.4795348514504565,-0.8491368936013932
0,0,0,0,1.213105308171125,1,2,1,2,2,2,2,2,2,1,1,1,1.6680401784084191,2.1398151570218142
1,0,1,0,-0.3428451683321429,1,0,2,1,1,1,1,1,1,1,0,3,-1.4878441836306542,-0.7765325599870473
1,0,1,1,0.18945367889265924,0,1,0,2,2,2,0,0,0,0,0,0,-0.8197738763427618,-0.3722373389050937
0,0,1,1,-1.1208204065837768,1,0,1,0,0,0,2,2,0,0,1,2,0.6941864468892528,-0.8043502276743454
0,0,0,0,-1.202712536926054,1,0,1,0,0,0,0,0,0,0,1,0,0.15574172161244393,-0.9142289102866831
1,0,1,0,-0.13811484247644978,1,0,1,0,0,2,0,0,0,0,1,1,0.34685636175699025,-0.012264787704569622
0,0,1,0,-0.05622271213417253,1,0,0,0,0,0,2,0,0,0,1,3,-0.5206379178556458,-0.35025276436270963
1,0,1,1,-0.3428451683321429,1,0,2,1,1,1,1,1,1,1,1,1,-1.4645780535261008,-0.8049246989689202
0,0,1,0,-0.5885215593589747,1,0,1,2,0,0,0,0,0,0,0,2,0.3302376973965949,-0.376987774610232
0,0,1,1,-0.6294676245301133,1,0,1,2,0,0,2,2,0,0,0,2,0.8969341520860756,-0.3167124787794543
0,0,0,0,1.4997277643690954,1,2,0,2,2,0,2,0,0,2,1,3,0.06766280050234895,1.010515067136595
0,0,0,1,0.6398603957751842,1,0,2,1,1,1,1,1,1,1,0,3,-1.4928297829387727,-0.598534838868006
1,0,1,1,0.8855367868020159,1,0,2,1,1,1,1,1,1,2,0,1,-1.477872985014417,-0.5305262756102591
0,0,0,0,-0.7932518852146678,1,2,0,2,0,2,0,2,2,0,1,2,0.4615251458437181,-0.5726173454627633
0,1,1,1,-0.42473729867442017,1,2,1,0,0,0,0,2,0,0,0,0,0.6808915154009363,-0.14563050824510268
1,0,0,0,-0.5885215593589747,0,1,0,0,0,0,0,0,0,0,0,3,-1.3199956735906615,-0.8017651068487586
0,0,1,0,-0.6704136897012519,1,2,1,2,2,2,0,0,0,0,0,2,0.8587112240571666,-0.4048938224966953
1,0,0,0,-1.1208204065837768,1,0,1,0,0,0,0,2,0,0,1,2,0.5230142039771807,-0.828831542843151
0,0,0,0,0.8445907216308772,1,0,2,1,1,1,1,1,1,2,0,3,-1.4828585843225357,-0.5491524025843594
1,1,0,0,0.4760761350906296,1,0,1,0,0,2,0,0,0,0,0,2,0.2986622351118437,0.367328167710665
1,0,0,0,0.4760761350906296,1,0,1,0,2,0,2,2,2,0,0,2,1.1860989119569545,0.9310833631367249
0,0,0,0,1.540673829540234,1,2,0,2,2,2,2,2,2,2,0,1,0.8271357617724154,1.8012085189695164
0,0,1,0,-1.0798743414126382,1,2,1,0,2,2,0,2,2,0,1,2,1.34397622338071,-0.7715390787342044
0,0,1,0,0.025669418208104724,1,0,0,0,0,0,2,0,0,1,1,3,-0.4458539282338669,-0.23520384009919812
0,0,0,0,-0.8751440155569451,1,0,2,1,1,1,1,1,1,1,0,3,-1.4911679165027332,-0.9188025855934907
0,0,1,1,1.6225659598825113,1,2,2,1,1,1,1,1,1,2,0,0,-1.3432618036952146,-0.2572105096913736
0,0,1,0,-0.9570361458992224,1,0,1,0,0,0,0,0,2,0,1,2,0.4947624745645088,-0.6725974457685804
1,1,1,0,1.2540513733422636,0,1,0,2,0,0,2,0,0,1,0,0,-0.9560469240980035,0.003422697647282333
0,0,0,1,-1.202712536926054,1,0,2,1,1,1,1,1,1,1,1,1,-1.4728873857062985,-0.9870983844985249
1,0,0,0,1.3768895688556795,1,0,1,2,0,2,2,2,2,2,1,0,1.3556092884329871,2.012127864277655
0,0,0,0,1.3768895688556795,0,1,0,2,2,2,2,2,2,2,1,0,-0.07858144586913014,0.8154157774790559
0,0,0,0,-1.2846046672683313,1,0,1,0,0,0,0,0,0,0,0,3,0.20725958112966936,-0.9810443408556977
0,0,0,0,-0.09716877730531116,1,0,1,0,0,0,2,2,2,1,1,0,0.9816893403240922,0.15331551543173813
1,0,0,0,-0.7932518852146678,1,0,1,0,0,0,0,0,0,0,1,2,0.1756841188449186,-0.6007222487973487
0,0,1,1,1.6225659598825113,1,2,0,2,2,2,2,0,2,2,1,0,0.4864531423843111,1.489447366413698
0,0,1,1,-0.997982211070361,1,2,0,0,2,0,0,0,0,0,0,2,-0.3029334147344671,-0.815022136723563
1,0,1,1,-0.17906090764758842,1,2,1,2,2,0,0,2,2,1,0,2,1.3705660863573426,0.24580539385829073
0,0,1,0,1.3359435036845408,1,2,1,2,0,2,0,2,2,0,1,2,1.3356668912005125,2.043259789433655
0,1,1,0,-0.8751440155569451,1,0,1,0,0,0,2,2,0,0,1,2,0.5994600600349995,-0.6235685302815951
0,0,1,0,-0.2609530379898657,1,0,2,1,1,1,1,1,1,1,0,3,-1.5177577794793657,-0.8093658039769798
1,1,1,0,1.090267112657709,0,1,0,0,2,0,0,2,2,0,1,2,-0.48573872269881574,0.3121126382821043
1,0,1,1,1.4178356340268181,1,0,2,1,1,1,1,1,1,2,1,1,-1.5111103137352078,-0.44497424281818754
0,0,1,0,1.5816198947113727,1,0,2,1,1,1,1,1,1,2,0,1,-1.4961535158108519,-0.40281688781630937
1,1,1,0,1.0083749823154318,1,2,0,0,2,2,0,2,0,1,1,1,0.20725958112966936,0.8170508111636154
0,0,1,0,1.5816198947113727,0,1,0,0,0,2,2,0,2,2,1,2,-0.592098174605346,0.4297245883214113
1,0,0,0,1.0083749823154318,1,0,2,1,1,1,1,1,1,2,0,1,-1.4728873857062985,-0.45882783903735824
1,0,1,1,1.6225659598825113,1,2,2,1,1,1,1,1,1,2,0,3,-1.2884202113059102,-0.19430590293542635
1,0,1,0,-1.2846046672683313,1,0,1,0,0,2,0,0,0,0,0,1,0.3485182281930297,-0.9791662616234337
1,1,1,0,-0.7113597548723906,1,2,1,2,0,2,0,2,0,0,1,2,1.0514877306377524,-0.3972268402191001
0,0,0,0,-1.1617664717549154,1,2,1,2,0,0,0,0,0,0,1,2,0.5080574060528252,-0.8711214681437772
0,0,0,0,-0.38379123350328154,0,1,0,0,0,0,0,2,2,0,1,2,-0.6618965649190062,-0.5719544939690231
1,1,0,0,1.5816198947113727,1,2,1,0,2,0,2,2,2,2,1,2,1.3938322164618961,2.356236169727997
0,0,1,1,0.5170222002617683,1,2,0,2,2,2,2,2,0,0,0,3,0.5462803340817342,0.5523521146633527
1,0,1,0,1.2949974385134022,1,2,1,2,0,2,2,2,2,1,1,3,1.4503356752872403,2.0281909654759604
1,0,0,0,-0.5066294290166974,1,2,0,2,0,0,2,0,0,0,0,0,-0.18826463064773924,-0.4860710354300814
0,0,0,0,-0.05622271213417253,1,2,1,0,0,0,2,0,0,0,1,1,0.49808620743658766,0.04993277745805468
1,1,0,0,-1.202712536926054,1,2,1,0,0,0,0,2,2,0,1,2,0.9966461382484476,-0.8640952423101309
1,0,1,0,-0.5066294290166974,1,0,2,1,1,1,1,1,1,1,0,3,-1.4695636528342193,-0.8279698359012887
1,0,1,1,1.0083749823154318,1,0,1,0,2,2,0,2,2,1,1,1,1.0863869257945824,1.4612982729795299
1,1,0,0,-0.997982211070361,0,1,0,0,0,2,0,0,0,0,1,2,-1.1787370265273012,-0.9144056706850138
1,0,1,1,0.025669418208104724,1,0,2,1,1,1,1,1,1,1,1,0,-1.509448447299168,-0.7472124289139381
0,0,1,1,1.4178356340268181,0,1,0,2,2,2,2,2,0,2,0,1,-0.35445127425169254,0.5889636121676043
0,0,1,1,1.5816198947113727,1,0,0,2,0,2,2,2,2,2,1,1,0.5695464641862877,1.6388761881525358
1,0,0,0,1.090267112657709,1,0,0,0,0,2,2,2,0,0,1,2,-0.0071211891194300336,0.6382355732022943
1,0,0,0,-1.2846046672683313,1,0,2,1,1,1,1,1,1,0,0,3,-1.4762111185783773,-1.0034266262943259
0,0,1,0,1.0083749823154318,1,2,0,0,2,2,2,2,0,1,0,0,0.32359023165243667,0.9181798540585819
0,0,0,1,-1.2846046672683313,1,0,0,0,0,2,0,0,2,0,0,2,-0.18826463064773924,-0.9863029627060368
1,0,0,0,-0.9570361458992224,1,2,1,0,2,0,0,2,2,0,1,1,1.144552251055966,-0.6064669617430973
0,0,0,0,-1.1617664717549154,1,0,2,1,1,1,1,1,1,0,1,1,-1.4861823171946147,-0.9822153784946388
1,0,0,0,1.6225659598825113,1,2,0,2,2,2,2,2,2,2,0,1,0.7872509673074665,1.7990652991397564
0,0,1,1,1.213105308171125,1,2,1,0,2,0,2,2,2,1,1,1,1.368904219921303,1.9498198238660744
0,0,0,0,-1.1208204065837768,1,0,1,0,0,0,0,2,0,0,0,2,0.5097192724888646,-0.8426630440125303
1,0,0,0,-0.42473729867442017,1,0,1,0,2,2,2,0,2,0,1,0,0.9999698711205269,-0.06555804780128355
1,0,1,1,0.10756154855038198,1,2,2,1,1,1,1,1,1,2,0,0,-1.310024474974424,-0.6548551207861336
1,0,0,0,-0.8341979503858065,1,0,1,0,0,0,0,0,2,0,1,0,0.501409940308667,-0.5513840026132847
0,0,0,1,-0.17906090764758842,1,0,2,1,1,1,1,1,1,0,0,3,-1.4828585843225357,-0.7758918035430985
1,0,0,0,-1.2846046672683313,1,0,2,1,1,1,1,1,1,0,0,3,-1.477872985014417,-1.0034487213441172
1,0,1,0,1.4178356340268181,1,2,1,0,2,2,0,2,2,1,0,2,1.3040914289157612,2.0988951248082506
1,0,1,1,1.6225659598825113,1,2,1,2,2,0,2,0,2,2,1,1,1.0930343915387406,2.0771315007637803
1,0,1,0,0.23039974406379785,1,2,1,2,0,2,2,2,2,1,1,2,1.5234577984729798,0.9445392484596518
1,0,1,0,-0.7523058200435292,1,0,0,0,0,0,2,0,0,0,0,0,-0.5339328493439623,-0.7188644800316478
1,0,0,0,0.5989143306040455,1,0,0,2,2,2,2,2,2,1,1,0,0.7340712413542017,0.8165205299686229
1,0,1,1,1.2540513733422636,1,2,2,1,1,1,1,1,1,2,0,1,-1.3366143379510567,-0.31669038372966296
0,0,0,0,0.18945367889265924,0,1,0,0,0,0,2,0,0,0,0,1,-1.2053268895039335,-0.5822507871717879
0,1,0,0,-1.2846046672683313,1,2,1,0,0,0,0,0,0,0,1,2,0.3102953001641207,-0.9796744477686345
0,0,1,0,0.18945367889265924,1,0,2,1,1,1,1,1,1,1,1,0,-1.4961535158108519,-0.695399537153244
1,0,1,0,-0.9570361458992224,0,1,0,0,0,0,2,2,0,0,0,3,-0.8048170784184061,-0.8671001690817532
1,0,1,0,1.1312131778288477,1,0,0,2,0,0,0,2,0,1,1,3,-0.16832223341526503,0.5612122296296804
0,0,0,0,1.0083749823154318,1,2,1,2,2,0,2,0,0,0,1,0,0.7540136385866758,1.1461565778056364
0,0,0,1,0.3532379395772137,1,0,0,0,0,0,0,0,0,0,0,0,-0.6535872327388085,-0.19852605744557242
0,0,0,1,0.7217525261174614,1,0,0,2,0,2,2,2,0,1,1,1,0.19728838251343225,0.5245344469760547
1,0,0,0,-1.1617664717549154,1,0,0,0,0,0,2,0,0,0,1,3,-0.46745819190238097,-0.9230669302032193
1,0,1,1,-0.9570361458992224,1,2,1,0,0,2,0,0,0,0,1,0,0.48146754307619233,-0.7202564681685024
1,0,1,0,0.1485076137215206,1,2,1,0,0,0,0,2,2,0,1,2,1.0149266690448828,0.5227889380425387
0,1,0,0,-1.2436586020971927,0,1,0,0,0,0,0,0,0,0,0,2,-1.3465855365672939,-0.993969944983632
1,0,1,1,1.3359435036845408,1,2,1,2,2,2,2,0,0,2,0,1,0.9866749396322104,1.6737421767232714
0,0,0,0,0.1485076137215206,1,0,0,2,2,2,2,2,2,1,0,0,0.6975101797613317,0.314808234356648
0,0,0,0,-1.1208204065837768,1,0,2,1,1,1,1,1,1,0,0,3,-1.4861823171946147,-0.9603412792012114
1,1,1,0,1.5816198947113727,1,2,1,2,2,2,0,2,2,0,1,2,1.4170983465664497,2.39616192470095
1,0,0,1,-1.202712536926054,1,2,2,1,1,1,1,1,1,2,1,3,-1.278449012689673,-0.9588830059149829
0,0,1,0,0.9264828519731545,1,0,2,1,1,1,1,1,1,1,0,2,-1.5011391151189704,-0.508674271366623
1,0,0,0,-1.1208204065837768,1,2,0,0,0,0,0,0,0,0,0,2,-0.5887744417332669,-0.9138532944402302
1,0,0,0,-1.2846046672683313,1,0,0,0,0,0,0,2,0,0,1,3,-0.3777174043562461,-0.9888217983822496
1,0,1,1,1.4587816991979567,1,0,1,2,0,2,0,0,0,2,0,1,0.514704871796983,1.3628206360595239
0,0,0,0,0.23039974406379785,1,0,1,2,2,2,0,0,0,0,1,1,0.6326973887557902,0.4164675584466068
0,1,0,0,-0.6704136897012519,1,2,0,2,0,0,0,0,0,0,1,2,-0.35777500712377164,-0.6196135163689451
0,0,0,0,1.4178356340268181,1,0,0,2,0,2,2,0,2,1,1,0,0.24880624203065768,1.1932853190105661
1,0,1,0,1.6225659598825113,1,2,1,2,2,2,2,2,2,2,1,1,1.7311911029779214,2.785410416875
0,0,0,0,-0.4656833638455588,1,0,1,0,0,0,0,0,0,0,1,2,0.12582812576373262,-0.3526169346903831
1,0,0,0,-1.1617664717549154,1,0,2,1,1,1,1,1,1,0,0,3,-1.524405245223524,-0.9775975130882484
0,0,0,0,-1.202712536926054,0,1,0,0,2,0,0,0,0,0,0,3,-1.1853844922714591,-0.9689362535700429
1,0,1,1,1.4997277643690954,1,2,1,0,0,0,2,2,2,2,1,2,1.1462141174920055,2.017408581177786
1,1,0,0,-1.2436586020971927,1,2,1,0,0,0,0,2,2,0,1,2,0.963408809527657,-0.9255194807300583
1,0,1,1,1.540673829540234,1,2,1,0,2,0,0,2,2,2,0,0,1.1113149223351755,2.018756379215058
0,0,1,1,-1.2846046672683313,1,0,2,1,1,1,1,1,1,0,1,2,-1.4579305877819426,-1.0031835807466212
1,0,0,0,-1.2436586020971927,1,0,2,1,1,1,1,1,1,0,1,3,-1.50280098155501,-0.9953177430209037
1,0,1,1,-0.8751440155569451,1,0,1,0,0,0,0,2,2,0,0,2,0.8553874911850873,-0.5616361057164668
0,0,0,0,-0.7932518852146678,1,2,1,2,2,0,0,2,0,0,1,2,1.056473329945871,-0.46251771235251216
1,0,1,1,1.1312131778288477,1,0,2,1,1,1,1,1,1,2,0,1,-1.50280098155501,-0.4990850197571811
1,1,1,0,-0.5066294290166974,1,0,1,0,2,0,0,0,0,0,1,2,0.29201476936768594,-0.36574139426643953
1,0,0,0,0.18945367889265924,0,1,0,0,0,0,0,2,0,2,0,1,-0.9660181227142409,-0.43052408025465067
1,0,1,0,-0.09716877730531116,1,0,2,1,1,1,1,1,1,1,0,1,-1.4679017863981798,-0.7530234270090608
1,0,1,1,1.1312131778288477,1,2,1,0,2,0,2,2,2,0,1,0,1.2924583638634846,1.6256633483773137
0,0,1,0,0.10756154855038198,1,0,1,0,0,0,0,0,0,0,1,2,0.18066971815303692,0.055412349806307236
1,1,0,0,0.7217525261174614,1,2,1,0,0,0,0,2,2,0,1,2,1.02489786766112,1.1160410249400388
0,0,1,0,1.5816198947113727,1,2,1,2,2,0,0,2,0,1,0,3,1.0232360012250805,2.0176295316756994
0,1,0,0,-0.997982211070361,1,0,1,0,0,2,0,0,0,0,1,0,0.3053097008560019,-0.7472566190135208
0,0,0,0,0.23039974406379785,1,2,2,1,1,1,1,1,1,1,1,2,-1.349909269439373,-0.6083892310749439
1,0,0,0,1.6225659598825113,1,0,2,1,1,1,1,1,1,2,0,0,-1.4961535158108519,-0.3787332835437479
0,1,1,0,0.39418400474835236,1,2,1,0,2,2,0,2,0,0,1,2,1.019912268353001,0.7244725525378973
0,0,1,1,1.0083749823154318,1,0,1,0,2,0,0,2,2,1,1,2,1.0016317375565664,1.433812031039102
0,0,1,0,1.1312131778288477,1,2,1,0,2,2,2,2,2,2,1,1,1.5267815313450588,1.9220684413281506
1,0,1,1,1.5816198947113727,1,2,2,1,1,1,1,1,1,2,0,1,-1.313348207846503,-0.19602931681915098
1,0,0,0,-0.8751440155569451,1,2,2,1,1,1,1,1,1,0,0,1,-1.3864703310322428,-0.904109377482249
1,0,0,0,0.3122918744060751,1,0,0,0,0,0,2,0,0,0,1,2,-0.4574869932861436,-0.08760890749304169
0,0,1,0,0.39418400474835236,1,2,0,2,0,2,2,2,2,2,0,1,0.6476541866801456,0.5658300950360705
0,0,0,0,-1.2846046672683313,1,0,0,0,0,0,0,0,0,0,1,3,-0.6785152292794014,-0.9928210023944823
1,0,1,1,0.5989143306040455,1,0,1,2,0,2,0,0,2,0,0,2,0.8371069603886525,0.8157692982757174
1,0,1,1,0.7217525261174614,1,0,0,2,0,0,2,2,2,1,0,2,0.35350382750114845,0.7664531471414449
1,0,1,1,-0.9160900807280837,0,1,0,2,2,2,2,0,2,2,0,1,-0.37106993861208787,-0.7822330828332132
1,0,1,0,1.6225659598825113,1,2,0,0,2,2,2,2,2,2,1,1,0.6842152482730156,1.7394749498525104
1,0,1,0,1.6225659598825113,1,2,1,0,2,0,0,2,2,2,1,2,1.1478759839280455,2.207094583636447
1,0,0,0,1.1312131778288477,1,2,1,0,0,2,0,2,0,2,1,2,0.8204882960282571,1.2992089877102537
0,0,1,0,-1.202712536926054,1,2,1,0,0,0,0,0,0,0,1,1,0.34187076244887193,-0.916681460813522
1,0,0,0,-1.2436586020971927,1,0,1,0,0,2,2,0,0,0,1,2,0.49808620743658766,-0.9450956948451863
0,0,1,1,-1.2846046672683313,1,0,1,0,0,0,0,2,0,0,1,3,0.5047336731807459,-0.9770893269430475
0,0,0,0,-0.8751440155569451,1,2,1,0,0,2,0,2,0,0,1,2,0.8088552309759807,-0.5748489454916887
0,0,1,1,0.6808064609463228,1,2,1,0,2,0,0,2,2,0,1,2,1.112976788771215,1.1480788471374828
0,1,1,0,1.540673829540234,1,2,1,2,2,2,2,2,2,2,1,2,1.6215079181993124,2.3966480157963588
0,1,0,0,-1.2436586020971927,1,0,1,0,0,0,0,0,0,0,0,2,0.19562651607739281,-0.9440351324552019
1,1,1,0,-0.6704136897012519,1,2,1,0,0,2,0,2,2,0,1,2,1.1262717202595314,-0.31092357573412305
1,0,1,0,-0.9160900807280837,1,0,1,0,2,0,2,2,2,0,1,2,1.162832781852401,-0.5745838048941926
0,0,1,1,0.9674289171442931,1,2,0,2,2,0,0,0,2,1,0,0,0.1291518586358115,0.6735655578186482
0,0,0,0,0.6398603957751842,1,2,1,0,0,2,2,2,2,0,1,2,1.2957820967355635,1.1732009187502375
1,1,1,0,1.6225659598825113,1,2,2,1,1,1,1,1,1,2,1,0,-1.32498127289878,-0.21591486163135767
0,0,0,0,-1.2846046672683313,1,0,2,1,1,1,1,1,1,0,0,3,-1.4612543206540216,-1.0032277708462036
0,0,1,0,-0.13811484247644978,1,0,2,1,1,1,1,1,1,2,1,3,-1.506124714427089,-0.7818795620365518
1,0,0,0,-0.30189910316100427,1,2,2,1,1,1,1,1,1,1,0,0,-1.3150100742825428,-0.7135837631315175
0,0,0,0,1.4587816991979567,1,0,0,2,0,2,0,0,0,1,1,1,-0.3461419420714949,0.6115005629547718
1,0,0,0,-1.2436586020971927,1,0,1,0,0,0,0,0,0,0,1,2,0.1640510537926416,-0.9476587206209817
0,0,1,1,0.39418400474835236,1,0,1,0,0,0,0,2,0,0,1,1,0.43493528286708566,0.48292946821896
0,0,1,1,-1.0798743414126382,1,0,2,1,1,1,1,1,1,2,0,3,-1.4878441836306542,-0.9681187367277633
1,0,0,0,-0.5885215593589747,1,0,1,0,2,2,0,2,2,0,0,1,1.2110269084975473,-0.21940587949838947
1,0,1,0,-0.9160900807280837,1,0,1,0,0,0,0,0,0,0,1,2,0.18066971815303692,-0.6862521865396289
1,0,0,0,1.6225659598825113,1,2,1,0,2,2,0,2,2,2,1,2,1.2891346309914058,2.361362221279588
1,0,1,1,1.2540513733422636,1,2,1,0,2,2,0,2,2,2,1,0,1.3273575590203148,1.9028678430594752
0,0,0,0,-0.22000697281872703,1,0,0,0,2,2,2,2,2,1,0,3,0.44324461504728335,-0.09377342638482589
0,0,1,1,0.10756154855038198,1,2,2,1,1,1,1,1,1,2,1,1,-1.3116863414104638,-0.5927459358226748
0,0,0,0,-0.5885215593589747,1,2,1,0,0,0,2,0,2,0,1,2,0.8387688268246919,-0.2997876706392873
1,0,0,0,-0.8751440155569451,1,0,1,2,0,0,0,0,0,0,1,2,0.28702917005956713,-0.662588388213103
1,0,1,1,0.4760761350906296,1,0,2,1,1,1,1,1,1,1,0,0,-1.4712255192702588,-0.603263179523353
0,0,0,1,-0.547575494187836,1,0,0,2,2,2,0,0,0,0,1,2,-0.14173237043863235,-0.43896438927494286
0,0,1,1,1.6225659598825113,1,2,0,2,2,2,2,2,2,2,1,0,0.9434664122951827,1.9433901643767946
0,0,0,0,-0.5885215593589747,1,0,0,0,0,2,0,0,0,0,1,3,-0.49404805487901343,-0.6179784826843858
0,1,0,0,-0.5885215593589747,1,0,0,0,2,0,0,0,0,0,1,1,-0.49903365418713197,-0.6298877145219186
0,0,1,0,1.5816198947113727,0,1,0,0,2,2,2,2,2,2,1,1,-0.11514250746199992,0.8922844557031309
0,0,0,0,-0.09716877730531116,1,0,0,2,2,0,0,0,0,0,1,0,-0.317890212658823,-0.3360898374464602
1,0,1,1,-0.17906090764758842,0,1,0,0,2,2,2,2,2,1,1,1,-0.1616747676711068,-0.26916393162848895
0,0,1,0,0.18945367889265924,1,2,1,0,0,2,0,0,0,0,1,1,0.4681726115878763,0.2423806611406329
1,0,1,1,-0.5885215593589747,1,0,2,1,1,1,1,1,1,1,0,0,-1.4978153822468916,-0.8612007907874653
0,0,1,1,-0.05622271213417253,1,2,0,0,2,0,2,2,2,2,0,0,0.5213523375411412,0.07973899962657331
1,0,0,0,-1.1208204065837768,1,0,0,0,0,2,2,0,0,0,0,2,-0.2896384832461509,-0.8836714564252588
1,1,1,0,-0.09716877730531116,1,2,1,0,0,0,0,0,0,0,0,3,0.4332734164310462,0.026644594977981374
0,0,1,0,0.6808064609463228,1,2,0,2,2,2,0,0,2,1,0,2,0.2305257112342229,0.5218388509015112
1,0,0,0,-0.8341979503858065,1,0,0,0,0,0,0,0,0,0,1,0,-0.6469397669946505,-0.7831610749244495
0,0,0,0,-1.2846046672683313,1,0,1,0,0,0,0,2,0,0,0,2,0.43825901573916454,-0.9779731289347012
0,0,0,1,-1.1617664717549154,1,2,1,0,2,0,0,2,0,0,0,3,0.8221501624642966,-0.850882402534909
1,0,1,0,-1.202712536926054,1,0,2,1,1,1,1,1,1,0,1,1,-1.4728873857062985,-0.9898602657224426
0,0,0,0,-1.202712536926054,1,0,1,0,0,0,0,2,0,0,1,2,0.4831294095122322,-0.9043524230299538
1,0,0,0,0.18945367889265924,1,0,0,2,2,2,2,0,0,2,0,0,0.024454273165320718,0.010007022485101926
0,0,1,1,-0.38379123350328154,1,0,0,2,2,2,2,0,0,1,1,3,0.04605853683383484,-0.3346757542598144
0,0,0,0,-0.38379123350328154,1,0,1,0,2,0,2,0,0,0,1,3,0.47315821089599464,-0.22422260035290179
0,1,0,0,0.5170222002617683,1,2,1,0,0,2,0,2,2,1,1,0,1.1728039804686385,0.9583265595294483
1,0,1,1,-0.42473729867442017,1,0,2,1,1,1,1,1,1,1,0,0,-1.4828585843225357,-0.7967053404465415
1,0,0,0,-0.3428451683321429,1,2,1,0,2,0,0,2,2,0,1,0,1.1561853161082432,0.05024210815513337
1,0,0,0,0.6398603957751842,1,0,2,1,1,1,1,1,1,2,0,1,-1.4961535158108519,-0.6076821894816211
1,0,1,1,-1.202712536926054,1,0,0,0,2,2,0,0,0,0,1,3,-0.2896384832461509,-0.9381578492107051
0,1,0,0,-0.997982211070361,1,0,1,0,2,0,0,2,0,0,1,2,0.7390568406623199,-0.6971229510369686
1,0,0,0,0.4760761350906296,0,1,0,0,2,2,0,2,2,1,1,3,-0.36276060643189023,0.037228123828033734
0,0,1,0,0.9674289171442931,1,2,1,0,2,2,2,0,0,0,0,2,0.8537256247490478,1.248567133588501
1,0,0,0,-1.2846046672683313,1,0,2,1,1,1,1,1,1,0,0,3,-1.4712255192702588,-1.0033603411449519
1,0,1,1,0.8445907216308772,1,0,1,0,2,0,2,2,0,0,1,2,0.9202002821906291,1.09958021284549
1,0,1,1,1.090267112657709,1,0,2,1,1,1,1,1,1,2,0,1,-1.5144340466072868,-0.48540818393634116
0,0,0,0,-0.7113597548723906,1,2,0,0,0,0,0,0,0,0,0,3,-0.5322709829079226,-0.7334472128939328
0,1,0,0,0.6808064609463228,1,0,1,0,2,2,0,0,2,1,1,0,0.8304594946444943,0.8820544476497398
0,0,1,0,0.2713458092349365,0,1,0,2,0,2,0,2,2,0,0,2,-0.2979478154263486,-0.047197061424679485
0,1,0,0,0.4760761350906296,1,0,1,0,2,2,0,0,2,1,0,1,0.8071933645399412,0.7510528974368804
1,0,0,0,-1.202712536926054,1,0,0,0,0,0,0,2,0,0,0,1,-0.3810411372283252,-0.9290767837464642
1,1,1,0,-0.6704136897012519,1,0,1,0,2,0,0,0,0,0,1,1,0.3136190330361996,-0.4917936533260387
1,0,0,0,-1.1208204065837768,1,0,0,0,2,0,2,0,2,0,1,0,0.024454273165320718,-0.8622613531774496
0,0,0,0,0.18945367889265924,1,2,1,0,0,0,2,2,2,0,0,1,1.1777895797767568,0.5524846849621008
0,0,1,0,-0.9570361458992224,1,0,0,0,2,0,0,0,0,0,0,3,-0.4657963254663413,-0.8062724970061921
0,0,1,1,0.10756154855038198,1,0,2,1,1,1,1,1,1,2,1,3,-1.4961535158108519,-0.6857440003944281
0,0,1,0,-1.0389282762414995,1,0,1,0,0,2,0,2,0,0,1,2,0.7108051112496481,-0.7530234270090608
0,0,0,0,-1.2846046672683313,1,0,2,1,1,1,1,1,1,0,1,0,-1.484520450758575,-1.0035371015432826
0,0,0,0,-0.13811484247644978,0,1,0,0,0,0,0,0,0,0,1,1,-1.3216575400267008,-0.6974543767838387
0,0,1,1,0.7626985912886,1,2,1,2,0,0,2,2,0,1,1,3,1.0066173368646851,1.1970635725248855
1,0,0,0,1.0493210474865704,1,0,0,0,2,2,2,2,0,2,0,0,0.1740222524088787,0.7767715353940009
0,0,1,0,1.6225659598825113,1,2,1,0,2,2,2,2,2,1,1,0,1.4503356752872403,2.524423688739683
1,0,1,1,-1.1617664717549154,0,1,0,2,0,0,0,2,0,0,0,1,-0.8746154687320666,-0.9434827562104183
0,0,1,1,1.2949974385134022,1,2,1,0,2,2,2,2,2,1,1,2,1.5483857950135729,2.1988089399646937
